en	fr
When installing a system with profile Workstation included, a lot of education related programs are installed. To install only the basic profile, remove the desktop=xxxx kernel command line param before starting the installation; see further below for details how this is done. This allows one to install a site specific system and could be used to speed up test installations.	Lors de l'installation d'un système qui comprend le profil Station de travail, de nombreux programmes relatifs à l'éducation sont installés. Pour n'installer qu'un profil de base, il faut supprimer le paramètre du noyau en ligne de commande desktop=xxxx avant de lancer l'installation voir plus loin ci dessous des détails sur comment cela fonctionne. Cela permet d'installer un système spécifique au site et peut être utilisé pour accélérer des installations test.
Please note: If you want to install a desktop environment afterwards, don't use the Debian Edu meta packages like e.g. education desktop xfce because these would pull in all education related programs; rather install e.g. task xfce desktop instead. One or more of the new school level related meta packages education preschool, education primaryschool, education secondaryschool, education highschool could be installed to match the use case.	Veuillez noter si vous souhaitez installer ensuite un environnement de bureau, n'utilisez pas les métapaquets de Debian Edu comme education desktop xfce parce que cela installerait tous les programmes relatifs à l'éducation installez plutôt à la place task xfce desktop par exemple. Pour répondre aux besoins des utilisateurs, il est possible d'installer un ou plusieurs des nouveaux métapaquets liés au niveau scolaire education preschool, education primaryschool, education secondaryschool ou education highschool.
For details about Debian Edu meta packages, see the Debian Edu packages overview page.	Consultez la page aperçu des paquets Debian Edu pour plus de détails sur les métapaquets de Debian Edu.
Installation types and options	Types et options d'installation
Installer boot menu on bit Hardware BIOS mode	Menu de démarrage de l'installateur sur une machine bits mode BIOS
bit Installer boot menu BIOS mode)	Menu de démarrage de l'installateur bits mode BIOS)
Graphical install uses the GTK installer where you can use the mouse.	Graphical install utilise l'installateur GTK dans lequel vous pouvez utiliser la souris.
Install uses text mode.	Install effectue une installation en mode texte.
Advanced options gives a sub menu with more detailed options to choose.	Advanced options affiche un sous menu d'options détaillées à choisir.
Help gives some hints on using the installer; see screenshot below.	Help donne quelques conseils pour utiliser l'installateur voir la copie d'écran ci dessous.
bit Installer advanced options screen	Options avancées de l'installateur bits écran
Back.. brings back to the main menu.	Back.. affiche de nouveau le menu principal.
Graphical expert install gives access to all available questions, mouse usable.	Graphical expert install affiche toutes les questions, vous pouvez utiliser la souris.
